Date High Low Open Close Volume "Adj Close"
2014-12-01 26.996381759643555 26.52018928527832 26.871225357055664 26.61692237854004 42307838.0 26.61692237854004
2014-12-02 26.701690673828125 26.417470932006836 26.602462768554688 26.614429473876953 30533600.0 26.614429473876953
2014-12-03 26.726423263549805 26.390544891357422 26.49924659729004 26.493263244628906 25559983.0 26.493263244628906
2014-12-04 26.793439865112305 26.357135772705078 26.48528480529785 26.791942596435547 27842232.0 26.791942596435547
2014-12-05 26.571548461914062 26.142227172851562 26.477306365966797 26.191091537475586 51312493.0 26.191091537475586
2014-12-08 26.477306365966797 26.117794036865234 26.28433609008789 26.276857376098633 46587556.0 26.276857376098633
2014-12-09 26.636369705200195 25.953744888305664 26.035518646240234 26.595481872558594 37426473.0 26.595481872558594
2014-12-10 26.74307632446289 26.206050872802734 26.581022262573242 26.23098373413086 34245764.0 26.23098373413086
2014-12-11 26.622907638549805 26.282840728759766 26.317745208740234 26.34467124938965 32216207.0 26.34467124938965
2014-12-12 26.352649688720703 25.861995697021484 26.103832244873047 25.861995697021484 39891221.0 25.861995697021484
2014-12-15 26.08338737487793 25.593233108520508 26.06543731689453 25.619661331176758 56268061.0 25.619661331176758
2014-12-16 25.582263946533203 24.383056640625 25.50796890258789 24.70168113708496 79285081.0 24.70168113708496
2014-12-17 25.28059196472168 24.77248764038086 24.78196144104004 25.17538070678711 57663883.0 25.17538070678711
2014-12-18 25.623151779174805 25.16590690612793 25.57727813720703 25.485031127929688 58534266.0 25.485031127929688
2014-12-19 25.81512451171875 25.276153564453125 25.505474090576172 25.74681282043457 73804074.0 25.74681282043457
2014-12-22 26.25092887878418 25.733348846435547 25.733348846435547 26.171646118164062 54475152.0 26.171646118164062
2014-12-23 26.65481948852539 26.242450714111328 26.277854919433594 26.456863403320312 43952341.0 26.456863403320312
2014-12-24 26.515153884887695 26.278850555419922 26.45287322998047 26.366111755371094 14118657.0 26.366111755371094
2014-12-26 26.639362335205078 26.293312072753906 26.366111755371094 26.62839126586914 20810980.0 26.62839126586914
2014-12-29 26.700693130493164 26.42799186706543 26.536643981933594 26.443897247314453 45570772.0 26.443897247314453
2014-12-30 26.484785079956055 26.28433609008789 26.332204818725586 26.44838523864746 17525986.0 26.44838523864746
2014-12-31 26.55708885192871 26.218017578125 26.48977279663086 26.247936248779297 27364925.0 26.247936248779297
2015-01-02 26.49077033996582 26.133251190185547 26.37807846069336 26.16865348815918 28951268.0 26.16865348815918
2015-01-05 26.14472007751465 25.582763671875 26.091365814208984 25.623151779174805 41196796.0 25.623151779174805
2015-01-06 25.738086700439453 24.98390769958496 25.67949676513672 25.029281616210938 57998800.0 25.029281616210938
